mode,daily_checkin_rate,videos_completed_pct,avg_time_spent_min,assignments_on_time_pct,quiz_participation,forum_activity_score,attendance_pct,indiscipline_score,last_exam_score,avg_academic_score,backlogs_count,grade_trend,risk_label
online,3.700763471549262,19.899213895943678,54.49952308895409,66.67088553964568,34.82306397073687,2.7291716032437128,30.493463769766084,6.454418331834964,51.631656166117004,93.1531801409579,5,-1,2
online,59.6269878482053,41.833386410228016,95.84476341910153,28.428828909545935,71.02098483162649,0.0245458644384422,36.00654935507283,9.47522980551238,44.4829257597959,55.489437617520935,2,1,1
offline,23.000883728770305,75.09397983633183,101.59498580035458,58.57782709310476,36.389940649533244,4.157113091498483,42.053769006887656,0.41269747374621857,33.888188624867425,92.69406627820395,0,-1,1
offline,12.056688577727881,10.137289755315916,108.10497545768449,58.67679078445912,83.32743050287577,7.283155104937347,9.886633845601466,9.188528558831043,84.81362893031782,33.383152370207206,4,0,2
offline,7.695320162920916,27.785277608971228,29.925959462946114,44.572982090286914,45.42707243604253,7.987718291146285,4.236193195278204,6.0908165502101355,48.35070745776653,32.778606916175676,5,0,2
online,69.62887758781397,27.631910846585363,68.35273286789678,83.61186155450426,71.95584132654349,9.451897611270066,67.39444490730234,8.073143007690524,83.27230977971465,40.06550017730317,3,1,1
offline,33.98749637680661,43.2018927594506,111.094960881054,26.496706155544302,10.745321644188655,6.085046129707865,53.73348248430777,3.8387495343427758,10.521847414182428,70.60409839581683,7,1,2
online,72.47667715287615,98.0368740942185,174.56739563408127,44.86325916177341,84.61191855551118,2.5462686665289547,44.41442022201196,4.7184297483761375,14.102478860033575,56.58086341861742,7,1,0
online,6.535634079894237,6.750254668382194,130.97360478594396,53.76921285909715,73.57179867781099,9.24147949136699,63.443994116835235,8.68850751801164,97.73203051129768,92.5354907099118,0,1,1
online,31.529033783061035,51.870099438059505,166.0686762769124,66.36247207672996,21.17167784619657,7.753157538803761,82.76794072035405,4.148479698098231,58.77684626060896,2.5440901132439353,4,0,0
online,53.949129237533725,17.936468201221047,137.19817049655188,78.39718505055895,14.528600974578666,5.744284830031445,42.76929091162046,5.34659566749085,50.9769673499049,70.81959379725365,5,0,1
online,79.07231648389636,97.06765454097442,106.50905440063208,39.480728287825606,31.62923487256244,6.95640215718936,64.11194650519793,0.20194923084332905,52.31560631441117,33.03276893665543,3,-1,0
offline,31.875250293206992,11.33035047274642,34.564206444542016,64.6046944096596,97.60705860319044,9.243163550074291,95.35722238351588,1.5859800583804229,21.526877403285983,18.023365181846117,7,1,1
offline,62.58913764370091,40.36010023615913,120.00341734065235,15.061095306851913,25.683157456705864,7.123940284729216,83.96244958615607,6.416865079747998,71.87039495019731,51.039562252009894,5,0,1
offline,88.5977748236187,73.78849848346061,112.20832187278327,93.26481005424786,45.612720894663326,3.68374507584734,42.600081050240945,7.169769010638771,8.478062372975437,50.5063784179996,0,-1,2
offline,61.58631881823046,70.45544280274453,108.44445068230796,38.305880642100355,3.0020225717336313,7.130282022890967,64.4716837814743,5.8260093678449945,57.33237131030232,13.70110286884284,4,-1,2
offline,23.295947475363377,42.272863689393226,88.16145623788333,72.95214219764384,39.72275295662325,0.4027816273538787,17.707092191593976,1.4331003627561067,57.076879658590144,20.189605613288986,2,-1,2
online,2.440078155653802,34.652416795271826,95.15818871806961,2.0341081882177647,57.132001543310274,3.864155618305812,56.05221848950899,4.454054285778348,91.4188424133511,40.81646649015549,6,0,2
offline,87.00988739009298,39.76123785528706,60.19965488125873,20.5187142904807,95.3124612507965,4.063230318455792,98.13282911384428,3.550947663631898,52.61828101048604,40.88114123923153,3,-1,1
offline,2.126941085038714,26.42762631586393,93.47628467561456,48.7082544323578,51.67360449400644,1.6683823442083467,51.83151152025223,4.956613440350884,13.706269597417952,31.75581396196847,0,1,1
online,87.47016726841994,20.53329387067998,35.56006302212609,87.82524677323465,81.91073261776877,0.23085480551770177,92.76382991901473,8.703290345540942,57.27532592481626,14.854515150998093,7,-1,1
offline,52.8937134027212,48.303969755889,144.93139152486782,52.72551499506771,54.712764256890054,1.3338123663774282,40.73349205032607,7.758614386586519,9.132764436533236,0.4373679100979522,4,-1,2
online,93.90676985128962,26.853375606760732,33.43985184576741,92.98704822938791,4.07850134355181,6.546214957970551,99.88448271846312,0.8398950138915895,20.379383529992168,97.02350624280206,2,0,1
offline,79.87832357736654,28.746166489725013,15.293932180103955,48.37968965827963,31.500827518977403,8.022888163636875,57.92200352275578,8.903091977745643,3.1108584187416133,94.3499229703927,5,-1,2
online,99.79341105333374,65.67560634745571,78.52428474428832,49.044909673594994,57.55495078311033,9.882034927269741,4.226899423593455,4.717671511498236,51.32935824594983,48.36503791761352,4,0,0
offline,35.071181545171015,96.85373316998923,118.49533911109113,11.974678850053188,95.05939659311244,3.4636350310849426,58.67547966913881,7.438621448859984,8.453261529357237,99.50517532750057,6,0,2
offline,76.71882889311269,60.363720055937506,78.78902848803745,80.26562441522198,85.91303597512334,5.993792222611018,27.457269567959663,1.4003923126435214,46.9394378531329,67.36543307822433,2,1,1
online,40.193091360924214,7.697946706496628,49.81574375123555,24.69654124670625,22.835561417884765,9.37144966815122,3.248132203589471,6.707195257070481,93.29450353241441,6.885753760754154,0,-1,2
online,47.98756203039088,7.558361385406698,100.47081310027933,89.9612489372315,22.01098300191635,1.6704178133815262,82.08533046946633,2.3632601760945793,71.97614130193321,11.771819908262737,7,1,1
online,62.75054632183701,95.1423220845566,62.46042037419599,91.0824220330396,20.117296711390075,7.176455863427426,27.572963698075593,4.383808971409316,7.741167422529305,91.61108438696377,4,1,0
online,87.36771141863387,29.729079030733363,167.91618422279396,94.33101118741497,92.24988963025031,7.549787331491632,79.65485540464985,0.1686287008210441,22.420981220884318,63.00522021496284,6,-1,0
online,98.40834691992951,9.206698608247542,166.07612512864299,52.023048910309,85.26661531017207,0.8897553586933837,28.821758295586697,1.5161063793047602,67.36624198934342,84.31836266573511,4,-1,0
online,76.82734138645182,59.90445871503815,90.42692759497719,67.70937847836443,77.48834322529487,8.612493851830651,19.432635387377427,0.9208049312361977,89.47018610241837,89.82696496338443,1,0,0
online,41.77667821673337,62.36487782902661,59.019118923286534,77.85158800616635,39.27351142242276,8.131050471108438,97.39355741044274,2.3974417293825843,3.291858676395376,44.79420112823861,3,-1,1
online,42.13570022770702,64.85048201186882,132.68383451219503,13.10146186504656,50.43807042987668,0.33403006577434446,36.164532775501954,1.0001809002432227,81.2451131720594,4.852595157669304,4,0,1
offline,73.75823015888915,26.74020278575413,6.608329826951995,60.09571949974972,46.43317447951528,0.9108441488005148,60.13762114431604,6.919100266195619,56.18138803383087,18.828034889732205,6,1,2
offline,23.877714576830233,1.5110684214475034,85.45842108785722,3.4297901303311673,25.339810755937265,0.4912689389185232,60.998149281447155,0.2903990220921937,54.60913252963926,6.65719473024351,2,1,1
online,11.047411313139467,96.50153694544719,60.53821096866004,49.75660833887259,50.502804614876695,3.3474353179936225,56.04734821735018,6.1774050062499795,95.78131827533579,18.873984569850734,3,0,1
offline,35.462215764077655,25.089304569110247,165.69645931845983,15.48426816202274,3.0496547852754463,5.092889906799262,91.46957435212147,1.4070783082557425,74.7644612596773,41.05329264558768,0,-1,0
offline,28.723899165408174,67.60262880525475,2.1605449090828577,18.29229259620847,13.181037349745917,5.323477279546288,67.44410713668685,9.451614571778968,85.0118868056112,11.819681051498543,6,-1,2
offline,29.630812045599008,70.66298698787095,99.50667762930283,36.50475666926015,88.65895961689463,2.6766675976944265,40.373300410493016,9.330940731098543,35.39955695446667,16.673324780534326,3,0,2
offline,23.360775104990992,61.00074170794857,133.3194445919927,43.243716671650304,75.16797670314233,9.115968865602742,86.2380384524274,2.255031025209626,55.43640408284099,44.58217820716792,1,1,0
online,4.209318963636188,31.290739421364822,87.30323775432743,62.317242453218725,42.286840905908704,3.682627898719132,18.10628991159644,6.144212982230295,61.54056774277707,34.01709503884896,7,0,1
offline,1.787393473341381,27.109625376406576,15.372545429289898,7.442841843851566,51.715036228387724,0.455501559653525,54.42367576104174,0.28005319472458434,32.158394036246506,46.765812418804096,0,-1,1
online,98.77223897360315,59.76682827027031,175.0430502050224,50.36917612374447,36.999888595997746,3.0022711154138637,95.05503719437563,9.31788543051174,57.024812494739955,42.917202775906205,4,-1,0
offline,42.77731337358623,86.60956336116915,93.24187764769762,18.262513025310113,74.07798671606724,5.311094225441555,62.53976298804127,5.229873081917097,23.665537947971384,64.44780259798834,6,0,2
offline,38.432664715968166,94.67337289233956,110.55352397742205,57.397517503174186,78.41871792320796,4.08221822588232,81.69684504748761,0.43223151417778993,14.337567106823956,93.71895488758545,5,-1,1
offline,67.96472826930699,10.590580440375764,42.58976088735132,63.74046122611835,76.32851902031591,2.738425190992592,65.35607255451929,3.424999930081374,37.39702592773326,10.786433844424248,0,1,1
online,21.825388786506416,15.482861259771985,87.02965531922469,55.67092565528539,72.26117248344495,1.3132324976431742,83.93708635378904,0.768494618612342,73.9289628746437,9.926014930919491,6,0,1
offline,94.99611839502253,94.47362587830797,77.24690855249793,73.82955104783076,20.450433869279582,8.191645000962298,94.44878798452436,3.9294443937335988,91.61871480738876,85.2806111090902,7,1,1
online,78.6345014415552,73.65352283347926,13.481251560357073,33.56092442409013,33.79699792404788,9.961452421241919,27.29217275327368,6.699263421613231,45.77140514982325,50.63967046524591,7,1,1
offline,8.94110023122595,88.29938248297731,19.1088636385441,76.5106591633131,46.98454349836749,3.295421335238821,16.966108125671887,4.698899080414396,64.28236882754317,76.64050235684422,0,0,1
online,41.75807757849284,20.263263413534315,150.74505353137943,43.27670817081937,33.079299142765564,3.816210441766039,48.39907503325399,3.837221747194545,10.303713097510048,21.542190360728142,1,0,1
offline,87.91183075621647,58.758587110940184,43.16759139718624,48.41844983225968,75.4940200158329,6.180375246769571,70.18624268242158,1.191570455404648,90.44637585523287,82.88625731675518,2,-1,0
online,94.47320222914102,70.11395944174737,35.092488869753495,64.81021272610714,32.935352424995465,7.184414747355413,22.71912531822161,2.4493904569365634,56.86042135699344,92.38466241926959,0,-1,0
online,46.74015112498697,68.01118854469726,90.88406122502506,1.835838399922396,13.823208678533716,3.9202953480359124,0.4101450430167075,1.0014328773835113,78.0338247625157,63.54830155464882,6,0,1
offline,61.34113892107077,40.81516908666981,138.37448364525233,65.39942214202483,39.90404520483041,9.049295169818151,34.293511583670536,8.074987316566608,79.44412009213939,10.587902147380223,7,0,2
online,16.70339460920752,1.5394891691308477,11.150373344217826,61.858514907211536,97.99144327823804,5.600039892289184,96.88593354677884,1.3523982798472256,25.648052636810593,89.52948141563388,2,-1,1
offline,99.11686261369765,58.29260568042631,103.82542553488605,30.984711675327993,22.588141293357587,4.50390076405931,69.49674606058467,5.953733665488935,52.91744531818495,79.24877273700713,3,-1,2
offline,23.16717013834434,25.310153917960875,21.457879711303207,8.579428489948949,61.21586589432291,6.466727531599052,40.13254439412239,3.427404135888459,96.04797515609775,75.08777765144899,5,-1,2
offline,94.27317741351257,45.02542461428904,6.562989148611322,9.093544991304114,43.29730498397063,9.528038482491732,19.257609734684035,2.259783846551835,8.963454482082778,3.672818890591556,1,0,1
offline,64.96466489923685,95.75810150838173,9.49391138919913,92.32237469852286,7.102456764932663,7.945522944217055,35.6089673754747,6.394684394921038,68.30498980295634,79.89625252569712,7,0,2
offline,60.773679487885914,39.903531764243475,150.14953947751945,68.92793212258371,48.787660599805946,0.4001313053512434,16.983943330124795,4.570023093769406,96.2264078035172,13.7951010468357,4,-1,2
offline,51.26885110165086,83.98016066644267,21.235047053051083,12.710261377074039,70.21643286483125,3.3230991073995964,10.63058213129514,4.0014546728455915,30.057710805402216,22.23861761968884,7,1,2
offline,23.06698117177587,18.854060574925114,8.127245594212551,35.67231693089064,51.321997582781876,4.705446849512227,90.67423725725538,5.928520048922215,86.14479214043482,57.71348348692575,6,1,1
offline,17.652803200550828,67.24604980250288,78.82197968572422,59.248299390159644,87.21060637465811,3.145175722091053,99.76503383754735,4.912676284900007,93.36575454082717,26.498077291688304,6,-1,1
offline,22.048620907017536,97.70069544389435,151.91882494956445,83.55717050906487,28.893701665758265,7.001875608304565,16.41144395957903,3.0348420855156077,74.7086209394825,66.13482063119197,6,0,2
offline,18.643826214425452,10.189310087293679,47.23350776807435,4.366092871300853,8.624917130396492,8.262691498625811,5.452255887827972,5.590612877652516,23.132831230695828,60.80704476990816,0,0,1
offline,77.95844735667534,0.8319942227192012,75.90827115466494,23.663313147000885,93.65656116580061,7.313450951852715,32.973110714621235,6.694985765506946,33.40007188265939,10.814959801326262,5,1,2
online,35.01252591667301,43.35827926326144,7.18605586147522,88.97489902953801,37.8196349528219,9.893332868282753,46.16591807614153,0.2669315858685428,3.580929441773073,65.60145795915064,5,-1,1
online,5.784267656339637,9.26254830513672,80.83413254427765,0.9165550183816484,57.64055514536334,2.725476478930291,20.48212470758545,4.658717289076754,83.14532342453552,92.395490982493,2,1,2
offline,96.91026301408114,74.83843496762313,103.97035451468406,20.13991027938874,79.20031261301959,8.749894950244215,30.142491179855845,0.5768328458354377,84.961118651108,16.110990518583314,0,1,1
offline,88.37858849634257,91.45486638485589,102.76326967538606,95.90241759729659,32.43136638755806,7.666226651744862,20.08707356916577,1.8640541406811106,63.271030996619274,59.70620209428874,6,-1,2
offline,92.77522831952129,43.402097270875885,59.83680459138573,61.34018465221711,71.61645381776111,3.621787575581461,77.42605684324514,5.605087340779731,35.252785126385135,34.18653719366941,5,1,2
offline,99.49078226464353,25.871164215544095,56.79597251936439,26.167136663750647,13.541884981782804,7.341245436569687,71.25779432472608,8.661889152655807,7.681102763992054,45.961167177360394,7,0,2
offline,17.38952492194873,43.44033190066098,19.19225140858762,6.699109439584761,29.129374720550526,1.0407595641824696,63.49515157609817,8.828056791884848,75.30576099149094,28.700017907896992,6,1,2
offline,39.62420189026587,72.3447817850001,66.02369771632831,2.8191340447222157,14.47106361365199,7.893334823405524,38.721785707920475,0.6994401013863127,72.65261936099229,35.41306363476953,6,-1,2
offline,75.82384757040913,0.9054161580370979,17.909040397133637,24.474507963692727,81.12305584013578,5.323306025871027,90.90409413142359,4.191050862867066,91.2602521738901,2.891182326655728,6,0,1
offline,69.60206180537922,58.945398948469716,137.98727004816928,88.14858195889104,22.264923522678536,2.9229017270925315,96.953254153502,5.8300648300455125,73.05320210053623,98.15517379172206,1,0,0
online,15.389590633985506,61.329168488737906,173.92937359467345,41.59136542975095,71.74035554052102,6.557773017841802,17.3639312625412,1.470699045503434,82.86949422440019,62.479992207274826,4,1,0
offline,81.58331249906178,63.76882468959355,174.61340220000724,72.0333369165993,94.32983972456526,6.41619998714409,22.301264141187804,7.654322167447717,74.59546179039995,50.07055904938853,3,0,2
online,22.444057183666068,24.202207998087722,155.7127978875709,91.82850353799577,52.7772209068877,2.094862227195997,52.563102800036965,7.442352584372388,63.06871883123164,38.37153495003267,7,-1,1
offline,22.38176148226231,71.40527233781268,108.14258688113144,40.80404616028166,54.00291922606877,0.30397414811526136,9.125056928224529,9.033410137067946,42.696639419100926,53.937455882402766,3,1,2
offline,53.69744228934136,9.13914863317764,126.15582550389838,19.127737103739705,46.103356809781204,4.336225869016738,43.64483988231128,0.08486012083443017,90.21173086422777,38.010599871580396,2,0,0
online,59.293993484170315,19.92703364668008,51.33704448247453,51.71179308569195,32.589014339364276,5.695118693444212,58.179126477771014,2.1668424398900266,65.09685719074699,35.99079274936733,5,-1,1
offline,58.00862078378112,87.74700466544819,113.53867563107171,90.80836870598544,47.56550309249171,8.766052783705984,52.20735711373331,8.271867142453218,39.835532196590904,46.394654172201314,3,1,2
online,9.148683739775487,73.87231507265663,82.01691889917794,80.43744141377006,60.28075322667594,9.282167956475945,33.090858307802606,6.705800508269354,8.346929518195722,27.59830336711908,2,-1,1
offline,87.74608626303804,1.3745554011345251,86.76312115984786,6.582984336315379,98.59915721706594,5.288052181567664,54.244580607720685,8.943898536984907,29.07048559043821,18.004989996678546,4,0,2
offline,26.560004258870606,24.83762603698002,136.39978086752842,69.25728000775818,93.77645593182243,7.538034837685449,95.88009542588478,0.5717965453026652,54.37267348301648,55.66058981802935,6,1,1
online,12.951492128280417,21.440648299316457,50.7453040075053,57.18975224589538,86.21529582931218,4.393032723279969,20.601740429137607,5.969639657164429,27.563537001619455,84.2765436150301,7,1,1
offline,88.87480798689772,27.080632803697256,57.24713010501358,90.74631763464255,88.91305357048583,7.46082156572893,65.48313583940036,5.690465748936742,22.123534791790213,15.28281777258923,7,0,2
online,95.56514982297534,24.755977027988642,166.4355224031546,12.248141685029722,46.784918329204295,2.0480152493916695,4.339669415605185,0.3567441636053237,52.73935140878472,3.273434060421865,0,-1,1
offline,86.21276172654507,6.252629574284574,10.120373073175005,53.40361132046566,65.74443271774648,3.710647348035314,6.641640448143493,5.135220769124835,16.98203458957346,24.681174515403615,1,0,2
online,80.95160747248781,45.894051659682034,87.41417371440127,87.94626935118923,89.50667229362142,6.3422799881361485,55.1828224223585,6.095203113099243,80.04100633251035,97.97206434538109,4,1,0
online,65.52419806390218,73.27334747861651,164.3041440734151,41.0023786741743,39.295076499135305,0.1815796560707883,10.493918032794946,1.9129317420210723,48.4368151342658,82.87580737433393,4,1,0
offline,55.08573706091393,60.67317247174364,109.86534140726826,48.19949177328671,96.17624783454688,7.22461310338954,2.2346788426857334,2.7332958312466293,57.386277396265015,59.58660535285966,3,0,1
offline,8.698675991141014,67.28716685980798,98.35327335818377,7.046067766695829,41.5786062069183,8.355355012681668,17.151299764802218,6.40347346297737,14.738326759734854,92.9248915243136,3,-1,2
online,40.845321307069874,8.114917853623915,44.95395226128394,27.814364044891082,60.10826653932156,3.991416610939514,56.48491709995744,4.683009475999583,32.457633562936735,44.52791168372446,1,0,1
offline,37.2688517012314,95.14907101767872,61.78958803160069,32.45066491689473,70.9804713272372,4.479424171771643,70.33409545189325,8.580136575683268,41.008968326115294,98.3280602575174,7,-1,2
offline,25.97537837603262,83.84918338430248,153.36871484484473,94.51224487448869,95.05920130759384,8.51282212216531,20.247856414138,3.4238176600918835,80.8212830516503,29.630204511928405,0,-1,2
offline,72.3420113688585,80.50903184956627,100.65926371832246,28.266736054115903,24.461627405226604,7.756546353260334,66.82594372081745,2.6665965838820114,77.01595230861525,24.03057495159391,4,1,1
online,49.58757350787708,82.29838050417675,92.65359487622038,46.0868735269652,74.61309782386422,2.88149489033375,18.247633109922933,9.848659403448428,22.297747478768137,63.8048201147011,5,-1,1
online,8.104621590764793,93.27105081327613,17.924348437205207,67.13044235642798,52.081558614408216,3.2397610656153897,61.34574266312571,9.111357701300834,61.61790816070077,37.81539679503604,3,1,1
online,22.018320194981133,54.42539661136977,2.885068161922162,16.21833724078774,26.855714062064106,6.788782323905966,41.195967989579884,0.2899274499897986,24.34563577719976,62.636554197625784,7,-1,2
online,68.32587636595959,20.02820178676259,173.46333396366884,48.64423871418745,77.66068397963906,5.631980924481612,65.37995093336167,7.707286153065659,98.82471556902453,30.49955183026858,4,-1,1
online,7.613085949030019,61.678360785254114,67.8575101116315,73.85390394759077,55.22222801738466,1.6222957109649694,99.50527524792473,1.1033477382520296,95.21238781308706,61.791825683799104,0,1,1
online,85.12069140487687,74.2881493667939,108.57835117791078,86.6855213027066,66.09738206496758,3.0992990922916643,93.7816965232562,0.2748519482937095,56.32647205206205,27.574626058503636,7,-1,0
online,49.51465270139743,73.79173933540254,14.348713173711298,62.62592746624267,32.2901068577901,8.999832768786542,0.4281757836103628,2.7369551596634887,69.8902571894143,5.097206881888994,2,0,1
online,48.0586577326648,52.14490241668801,122.96057143014838,66.90535153169479,48.1273951827605,6.881744367222634,88.54387643623058,2.693458790611043,80.1430382208645,91.21359019231834,0,-1,1
online,59.24077846595176,6.845871933357806,167.86200756707296,12.628347258456895,61.73542509880671,9.859743176855195,6.649079517476652,8.193187623469647,72.09984200449038,88.32052018734622,4,1,1
offline,82.46809659251491,37.11129384301278,103.61974553953554,94.57764972463471,40.4910814269844,7.670125299807694,95.3046586159845,7.106672459428351,69.98286910824208,97.0798149272672,4,1,1
online,34.780920790219305,92.07666084633573,22.7007580275739,13.257407748448236,19.837253984770133,9.419744321435902,28.18256790996847,9.816094273320143,95.8554007949528,71.65271762214047,1,0,1
offline,67.80161525590636,58.4448909757426,104.7098749452258,77.46729371817983,96.1640492315304,2.161885738704754,38.20348304112709,7.115129003118184,59.64561063072833,68.2721177735303,7,-1,2
offline,56.5731963995791,53.83319432557134,137.94249835883744,26.481632177831884,51.14675400426174,7.714848748169257,9.163820517572784,4.182555532560479,63.630267181905566,55.90030700748307,7,0,2
offline,26.70282701694213,26.885351438219352,73.15497658332336,93.35931437012516,73.39203702877005,0.2021752014779743,11.22727583289096,6.989276609452169,84.92687504381811,12.594241635252267,7,-1,2
online,87.8629986355158,36.84489199165789,158.3707946294642,71.99595393694796,41.10471935560581,6.707600217115339,72.67405652293196,9.994590671864021,66.98908678584068,18.923531094927004,4,0,1
online,79.74260216069281,89.53460891531692,116.7629316043256,75.38137129783689,35.51317640257163,4.6928227812024135,94.43322357482916,7.101418825625281,73.29326220175226,28.94696886725362,7,1,0
online,65.84518346584255,66.64630475268358,161.86480529205645,21.905917305988332,40.7164298467125,3.4676007192006866,61.074849495430946,7.616813559803183,23.416868619664243,89.01563625733944,7,1,1
online,85.05817290942419,78.73870267523328,112.2309560245207,44.30399766351608,40.91966437856498,8.62404352293089,71.5850015526811,9.383650151902593,37.126692411507086,17.296952460307512,3,0,1
offline,86.72942009598023,45.434542306765515,23.63183496086836,61.78131945892864,54.418011594195356,8.542676926575307,76.19697445971535,1.1365126131168335,14.730134571189302,92.28731744878907,5,-1,1
online,70.83629767150347,63.024721945615795,55.74450799893404,76.99736182066009,54.346986998136316,0.22301704898643582,26.28142745529417,7.047842934477268,50.57654423348055,52.27857330514172,1,-1,1
online,83.7013328363672,24.838360874320752,36.323090685442246,10.395937591238958,49.715381588287165,6.09505122449431,4.5229630920214925,8.50805957967449,45.57274006802463,71.55696354730722,4,1,1
online,69.74714616692836,70.54608302834863,163.58876958903522,96.23653164545284,13.478578491743809,3.678322243209564,0.18727439191685846,9.54378600220893,99.71628142794569,11.024448668056653,7,-1,0
